Time,date,year,YearMonth,MonthHour,MonthDay,DayHour,month,day,hour,wd_s,ws_s,Rainfall_s,lowleaf_s,temp_s,uvb_s,PM2.5_s
2021-06-24 01,24/6/2021 1,2021,2021-6,1-Jun,24-Jun,24-1,6,24,1,221.33,1.77,0.00,1.96,299.44,0.00,30.33
2021-06-24 02,24/6/2021 2,2021,2021-6,2-Jun,24-Jun,24-2,6,24,2,224.33,1.97,0.00,1.96,299.25,0.00,33.67
2021-06-24 03,24/6/2021 3,2021,2021-6,3-Jun,24-Jun,24-3,6,24,3,231.33,2.00,0.00,1.96,299.08,0.00,32.33
2021-06-24 04,24/6/2021 4,2021,2021-6,4-Jun,24-Jun,24-4,6,24,4,238.00,1.93,0.00,1.96,298.87,0.00,30.67
2021-06-24 05,24/6/2021 5,2021,2021-6,5-Jun,24-Jun,24-5,6,24,5,240.67,1.70,0.00,1.96,298.62,0.00,31.00
2021-06-24 06,24/6/2021 6,2021,2021-6,6-Jun,24-Jun,24-6,6,24,6,239.33,1.50,0.00,1.96,298.51,0.00,26.00
2021-06-24 07,24/6/2021 7,2021,2021-6,7-Jun,24-Jun,24-7,6,24,7,237.67,1.40,0.00,1.96,298.54,1240.21,21.67
2021-06-24 08,24/6/2021 8,2021,2021-6,8-Jun,24-Jun,24-8,6,24,8,243.00,1.47,0.00,1.96,299.08,18967.47,21.33
2021-06-24 09,24/6/2021 9,2021,2021-6,9-Jun,24-Jun,24-9,6,24,9,248.67,1.63,0.00,1.96,299.75,66407.80,22.67
2021-06-24 10,24/6/2021 10,2021,2021-6,10-Jun,24-Jun,24-10,6,24,10,255.67,2.07,0.00,1.96,301.00,145026.34,22.00
2021-06-24 11,24/6/2021 11,2021,2021-6,11-Jun,24-Jun,24-11,6,24,11,258.33,2.57,0.00,1.96,302.11,222776.17,19.33
2021-06-24 12,24/6/2021 12,2021,2021-6,12-Jun,24-Jun,24-12,6,24,12,260.67,3.03,0.00,1.96,303.03,282577.33,17.33
2021-06-24 13,24/6/2021 13,2021,2021-6,13-Jun,24-Jun,24-13,6,24,13,260.00,3.17,0.00,1.96,303.63,322618.94,18.00
2021-06-24 14,24/6/2021 14,2021,2021-6,14-Jun,24-Jun,24-14,6,24,14,257.67,3.13,0.00,1.96,304.27,336631.89,17.00
2021-06-24 15,24/6/2021 15,2021,2021-6,15-Jun,24-Jun,24-15,6,24,15,256.33,3.03,0.00,1.96,305.00,341494.83,14.67
2021-06-24 16,24/6/2021 16,2021,2021-6,16-Jun,24-Jun,24-16,6,24,16,251.33,3.03,0.00,1.96,305.32,313505.27,13.00
2021-06-24 17,24/6/2021 17,2021,2021-6,17-Jun,24-Jun,24-17,6,24,17,245.67,3.20,0.00,1.96,305.13,263562.50,11.67
2021-06-24 18,24/6/2021 18,2021,2021-6,18-Jun,24-Jun,24-18,6,24,18,239.00,3.07,0.00,1.96,304.15,183610.38,11.00
2021-06-24 19,24/6/2021 19,2021,2021-6,19-Jun,24-Jun,24-19,6,24,19,233.00,2.50,0.00,1.96,303.16,103913.63,14.00
2021-06-24 20,24/6/2021 20,2021,2021-6,20-Jun,24-Jun,24-20,6,24,20,223.33,1.90,0.00,1.96,302.23,44797.93,15.67
2021-06-24 21,24/6/2021 21,2021,2021-6,21-Jun,24-Jun,24-21,6,24,21,212.00,1.73,0.00,1.96,301.80,12645.62,21.00
2021-06-24 22,24/6/2021 22,2021,2021-6,22-Jun,24-Jun,24-22,6,24,22,204.33,1.97,0.00,1.96,301.36,431.57,23.67
2021-06-24 23,24/6/2021 23,2021,2021-6,23-Jun,24-Jun,24-23,6,24,23,204.67,2.10,0.00,1.96,300.94,0.00,33.33
2021-06-25 00,25/6/2021 0,2021,2021-6,Jun-00,25-Jun,25-0,6,25,0,210.67,2.17,0.00,1.96,300.65,0.00,37.67
2021-06-25 01,25/6/2021 1,2021,2021-6,1-Jun,25-Jun,25-1,6,25,1,221.00,2.30,0.00,1.96,300.36,0.00,35.00
2021-06-25 02,25/6/2021 2,2021,2021-6,2-Jun,25-Jun,25-2,6,25,2,229.67,2.43,0.00,1.96,300.17,0.00,26.00
2021-06-25 03,25/6/2021 3,2021,2021-6,3-Jun,25-Jun,25-3,6,25,3,232.00,2.50,0.00,1.96,299.92,0.00,20.00
2021-06-25 04,25/6/2021 4,2021,2021-6,4-Jun,25-Jun,25-4,6,25,4,227.00,2.57,0.00,1.96,299.69,0.00,21.00
2021-06-25 05,25/6/2021 5,2021,2021-6,5-Jun,25-Jun,25-5,6,25,5,220.00,2.60,0.00,1.96,299.47,0.00,20.67
2021-06-25 06,25/6/2021 6,2021,2021-6,6-Jun,25-Jun,25-6,6,25,6,216.33,2.27,0.00,1.96,299.45,0.00,17.67
2021-06-25 07,25/6/2021 7,2021,2021-6,7-Jun,25-Jun,25-7,6,25,7,216.00,1.77,0.00,1.96,299.50,1188.76,14.67
2021-06-25 08,25/6/2021 8,2021,2021-6,8-Jun,25-Jun,25-8,6,25,8,216.67,1.37,0.00,1.96,299.93,18459.79,13.67
2021-06-25 09,25/6/2021 9,2021,2021-6,9-Jun,25-Jun,25-9,6,25,9,221.67,1.90,0.00,1.96,300.43,57939.83,13.00
2021-06-25 10,25/6/2021 10,2021,2021-6,10-Jun,25-Jun,25-10,6,25,10,228.33,2.63,0.00,1.96,301.47,135682.55,13.67
2021-06-25 11,25/6/2021 11,2021,2021-6,11-Jun,25-Jun,25-11,6,25,11,234.00,3.23,0.00,1.96,302.48,190587.04,13.00
2021-06-25 12,25/6/2021 12,2021,2021-6,12-Jun,25-Jun,25-12,6,25,12,235.00,3.27,0.00,1.96,303.45,272325.35,13.33
2021-06-25 13,25/6/2021 13,2021,2021-6,13-Jun,25-Jun,25-13,6,25,13,234.67,3.17,0.00,1.96,304.12,305297.02,12.00
2021-06-25 14,25/6/2021 14,2021,2021-6,14-Jun,25-Jun,25-14,6,25,14,234.33,3.07,0.00,1.96,304.73,352161.43,10.33
2021-06-25 15,25/6/2021 15,2021,2021-6,15-Jun,25-Jun,25-15,6,25,15,230.67,3.00,0.00,1.96,305.19,337582.93,9.33
2021-06-25 16,25/6/2021 16,2021,2021-6,16-Jun,25-Jun,25-16,6,25,16,228.33,3.50,0.00,1.96,304.77,304781.58,10.33
2021-06-25 17,25/6/2021 17,2021,2021-6,17-Jun,25-Jun,25-17,6,25,17,223.33,3.43,0.00,1.96,303.64,228308.38,13.67
2021-06-25 18,25/6/2021 18,2021,2021-6,18-Jun,25-Jun,25-18,6,25,18,211.00,2.93,0.00,1.96,302.10,144052.02,17.00
2021-06-25 19,25/6/2021 19,2021,2021-6,19-Jun,25-Jun,25-19,6,25,19,190.00,1.93,0.00,1.96,301.31,75679.26,20.67
2021-06-25 20,25/6/2021 20,2021,2021-6,20-Jun,25-Jun,25-20,6,25,20,167.00,1.47,0.00,1.96,300.84,33550.43,23.33
2021-06-25 21,25/6/2021 21,2021,2021-6,21-Jun,25-Jun,25-21,6,25,21,157.00,1.60,0.00,1.96,300.81,11166.93,25.67
2021-06-25 22,25/6/2021 22,2021,2021-6,22-Jun,25-Jun,25-22,6,25,22,156.00,1.73,0.00,1.96,300.66,437.90,24.67
2021-06-25 23,25/6/2021 23,2021,2021-6,23-Jun,25-Jun,25-23,6,25,23,164.00,1.97,0.00,1.96,300.47,0.00,19.33
2021-06-26 00,26/6/2021 0,2021,2021-6,Jun-00,26-Jun,26-0,6,26,0,174.67,1.97,0.00,1.96,300.23,0.00,18.67
2021-06-26 01,26/6/2021 1,2021,2021-6,1-Jun,26-Jun,26-1,6,26,1,188.33,1.93,0.00,1.96,299.95,0.00,15.33
2021-06-26 02,26/6/2021 2,2021,2021-6,2-Jun,26-Jun,26-2,6,26,2,198.67,1.97,0.00,1.96,299.83,0.00,18.33
2021-06-26 03,26/6/2021 3,2021,2021-6,3-Jun,26-Jun,26-3,6,26,3,205.33,2.00,0.00,1.96,299.71,0.00,16.33
2021-06-26 04,26/6/2021 4,2021,2021-6,4-Jun,26-Jun,26-4,6,26,4,207.67,1.97,0.00,1.96,299.68,0.00,16.67
2021-06-26 05,26/6/2021 5,2021,2021-6,5-Jun,26-Jun,26-5,6,26,5,208.67,1.77,0.00,1.96,299.72,0.00,14.67
2021-06-26 06,26/6/2021 6,2021,2021-6,6-Jun,26-Jun,26-6,6,26,6,210.33,1.50,0.00,1.96,299.63,0.00,13.67
2021-06-26 07,26/6/2021 7,2021,2021-6,7-Jun,26-Jun,26-7,6,26,7,206.33,1.37,0.00,1.96,299.57,1130.14,13.67
2021-06-26 08,26/6/2021 8,2021,2021-6,8-Jun,26-Jun,26-8,6,26,8,206.67,1.40,0.00,1.96,299.80,18557.22,15.67
2021-06-26 09,26/6/2021 9,2021,2021-6,9-Jun,26-Jun,26-9,6,26,9,208.00,1.93,0.00,1.96,300.41,64903.26,15.33
2021-06-26 10,26/6/2021 10,2021,2021-6,10-Jun,26-Jun,26-10,6,26,10,215.00,2.47,0.00,1.96,301.41,138100.81,15.33
2021-06-26 11,26/6/2021 11,2021,2021-6,11-Jun,26-Jun,26-11,6,26,11,217.67,3.00,0.00,1.96,302.55,203759.33,12.67
2021-06-26 12,26/6/2021 12,2021,2021-6,12-Jun,26-Jun,26-12,6,26,12,216.33,3.17,0.00,1.96,303.59,280850.12,11.33
2021-06-26 13,26/6/2021 13,2021,2021-6,13-Jun,26-Jun,26-13,6,26,13,211.67,3.10,0.00,1.96,304.27,307170.69,11.33
2021-06-26 14,26/6/2021 14,2021,2021-6,14-Jun,26-Jun,26-14,6,26,14,204.00,2.77,0.00,1.96,304.58,330225.32,12.33
2021-06-26 15,26/6/2021 15,2021,2021-6,15-Jun,26-Jun,26-15,6,26,15,196.67,2.37,0.00,1.96,304.88,303194.92,15.00
2021-06-26 16,26/6/2021 16,2021,2021-6,16-Jun,26-Jun,26-16,6,26,16,192.33,2.17,0.00,1.96,305.23,290909.85,15.33
2021-06-26 17,26/6/2021 17,2021,2021-6,17-Jun,26-Jun,26-17,6,26,17,196.67,2.40,0.00,1.96,305.41,258928.54,14.67
2021-06-26 18,26/6/2021 18,2021,2021-6,18-Jun,26-Jun,26-18,6,26,18,193.67,2.47,0.00,1.96,304.51,196747.21,13.33
2021-06-26 19,26/6/2021 19,2021,2021-6,19-Jun,26-Jun,26-19,6,26,19,194.00,2.37,0.00,1.96,303.31,120762.77,12.67
2021-06-26 20,26/6/2021 20,2021,2021-6,20-Jun,26-Jun,26-20,6,26,20,188.33,2.03,0.00,1.96,302.07,46989.25,12.67
2021-06-26 21,26/6/2021 21,2021,2021-6,21-Jun,26-Jun,26-21,6,26,21,189.33,1.77,0.00,1.96,301.68,12764.15,15.00
2021-06-26 22,26/6/2021 22,2021,2021-6,22-Jun,26-Jun,26-22,6,26,22,187.00,1.63,0.00,1.96,301.40,385.40,13.67
2021-06-26 23,26/6/2021 23,2021,2021-6,23-Jun,26-Jun,26-23,6,26,23,185.00,1.47,0.00,1.96,301.05,0.00,14.00
2021-06-27 00,27/6/2021 0,2021,2021-6,Jun-00,27-Jun,27-0,6,27,0,186.00,1.40,0.00,1.96,300.76,0.00,12.33
2021-06-27 01,27/6/2021 1,2021,2021-6,1-Jun,27-Jun,27-1,6,27,1,189.33,1.33,0.00,1.96,300.48,0.00,13.33
2021-06-27 02,27/6/2021 2,2021,2021-6,2-Jun,27-Jun,27-2,6,27,2,199.67,1.37,0.00,1.96,300.33,0.00,15.33
2021-06-27 03,27/6/2021 3,2021,2021-6,3-Jun,27-Jun,27-3,6,27,3,210.33,1.47,0.00,1.96,300.22,0.00,14.00
2021-06-27 04,27/6/2021 4,2021,2021-6,4-Jun,27-Jun,27-4,6,27,4,220.00,1.47,0.00,1.96,300.07,0.00,16.33
2021-06-27 05,27/6/2021 5,2021,2021-6,5-Jun,27-Jun,27-5,6,27,5,224.00,1.43,0.00,1.96,299.83,0.00,10.67
2021-06-27 06,27/6/2021 6,2021,2021-6,6-Jun,27-Jun,27-6,6,27,6,234.00,1.30,0.00,1.96,299.68,0.00,11.67
2021-06-27 07,27/6/2021 7,2021,2021-6,7-Jun,27-Jun,27-7,6,27,7,241.00,1.07,0.00,1.96,299.65,1160.21,8.33
2021-06-27 08,27/6/2021 8,2021,2021-6,8-Jun,27-Jun,27-8,6,27,8,243.33,0.90,0.00,1.96,300.12,18697.85,11.33
2021-06-27 09,27/6/2021 9,2021,2021-6,9-Jun,27-Jun,27-9,6,27,9,238.00,0.97,0.00,1.96,300.68,66491.46,10.33
2021-06-27 10,27/6/2021 10,2021,2021-6,10-Jun,27-Jun,27-10,6,27,10,234.33,1.40,0.00,1.96,301.55,145791.76,11.33
2021-06-27 11,27/6/2021 11,2021,2021-6,11-Jun,27-Jun,27-11,6,27,11,235.67,1.80,0.00,1.96,302.69,233885.36,12.33
2021-06-27 12,27/6/2021 12,2021,2021-6,12-Jun,27-Jun,27-12,6,27,12,239.33,2.07,0.00,1.96,303.70,309932.02,12.67
2021-06-27 13,27/6/2021 13,2021,2021-6,13-Jun,27-Jun,27-13,6,27,13,243.33,2.20,0.00,1.96,304.66,356426.13,13.00
2021-06-27 14,27/6/2021 14,2021,2021-6,14-Jun,27-Jun,27-14,6,27,14,246.67,2.27,0.00,1.96,305.15,370172.58,12.33
2021-06-27 15,27/6/2021 15,2021,2021-6,15-Jun,27-Jun,27-15,6,27,15,246.67,2.33,0.00,1.96,305.67,319630.35,12.33
2021-06-27 16,27/6/2021 16,2021,2021-6,16-Jun,27-Jun,27-16,6,27,16,245.00,2.37,0.00,1.96,306.02,281733.43,12.00
2021-06-27 17,27/6/2021 17,2021,2021-6,17-Jun,27-Jun,27-17,6,27,17,241.33,2.40,0.00,1.96,306.19,234700.10,11.33
2021-06-27 18,27/6/2021 18,2021,2021-6,18-Jun,27-Jun,27-18,6,27,18,233.33,2.23,0.00,1.96,305.67,196394.19,12.00
2021-06-27 19,27/6/2021 19,2021,2021-6,19-Jun,27-Jun,27-19,6,27,19,224.00,2.10,0.00,1.96,304.63,120186.08,15.33
2021-06-27 20,27/6/2021 20,2021,2021-6,20-Jun,27-Jun,27-20,6,27,20,211.67,2.13,0.00,1.96,303.37,48254.10,19.00
2021-06-27 21,27/6/2021 21,2021,2021-6,21-Jun,27-Jun,27-21,6,27,21,201.67,2.30,0.00,1.96,302.63,13261.97,19.33
2021-06-27 22,27/6/2021 22,2021,2021-6,22-Jun,27-Jun,27-22,6,27,22,195.00,2.47,0.00,1.96,302.14,412.37,15.00
2021-06-27 23,27/6/2021 23,2021,2021-6,23-Jun,27-Jun,27-23,6,27,23,195.67,2.47,0.00,1.96,301.56,0.00,12.33
2021-06-28 00,28/6/2021 0,2021,2021-6,Jun-00,28-Jun,28-0,6,28,0,202.33,2.40,0.00,1.96,301.12,0.00,11.00
2021-06-28 01,28/6/2021 1,2021,2021-6,1-Jun,28-Jun,28-1,6,28,1,212.00,2.13,0.00,1.96,300.71,0.00,13.67
2021-06-28 02,28/6/2021 2,2021,2021-6,2-Jun,28-Jun,28-2,6,28,2,220.67,1.87,0.00,1.96,300.38,0.00,15.67
2021-06-28 03,28/6/2021 3,2021,2021-6,3-Jun,28-Jun,28-3,6,28,3,226.00,1.80,0.00,1.96,300.02,0.00,14.33
2021-06-28 04,28/6/2021 4,2021,2021-6,4-Jun,28-Jun,28-4,6,28,4,231.00,1.93,0.00,1.96,299.72,0.00,13.33
2021-06-28 05,28/6/2021 5,2021,2021-6,5-Jun,28-Jun,28-5,6,28,5,236.00,2.00,0.00,1.96,299.56,0.00,10.33
2021-06-28 06,28/6/2021 6,2021,2021-6,6-Jun,28-Jun,28-6,6,28,6,240.33,1.93,0.00,1.96,299.51,0.00,11.00
2021-06-28 07,28/6/2021 7,2021,2021-6,7-Jun,28-Jun,28-7,6,28,7,243.00,1.93,0.00,1.96,299.59,1144.75,9.67
2021-06-28 08,28/6/2021 8,2021,2021-6,8-Jun,28-Jun,28-8,6,28,8,246.67,2.03,0.00,1.96,300.10,18765.59,8.33
2021-06-28 09,28/6/2021 9,2021,2021-6,9-Jun,28-Jun,28-9,6,28,9,251.67,2.23,0.00,1.96,300.71,66340.32,8.33
2021-06-28 10,28/6/2021 10,2021,2021-6,10-Jun,28-Jun,28-10,6,28,10,255.67,2.37,0.00,1.96,301.83,145710.58,7.67
2021-06-28 11,28/6/2021 11,2021,2021-6,11-Jun,28-Jun,28-11,6,28,11,257.33,2.63,0.00,1.96,303.10,235494.13,9.33
2021-06-28 12,28/6/2021 12,2021,2021-6,12-Jun,28-Jun,28-12,6,28,12,258.33,2.90,0.00,1.96,304.22,307021.57,11.33
2021-06-28 13,28/6/2021 13,2021,2021-6,13-Jun,28-Jun,28-13,6,28,13,260.00,3.13,0.00,1.96,305.01,327171.05,15.33
2021-06-28 14,28/6/2021 14,2021,2021-6,14-Jun,28-Jun,28-14,6,28,14,261.33,3.17,0.00,1.96,305.48,324351.05,16.33
2021-06-28 15,28/6/2021 15,2021,2021-6,15-Jun,28-Jun,28-15,6,28,15,262.00,3.13,0.00,1.97,305.86,324681.36,16.00
2021-06-28 16,28/6/2021 16,2021,2021-6,16-Jun,28-Jun,28-16,6,28,16,260.67,2.87,0.00,1.97,306.11,312375.55,14.67
2021-06-28 17,28/6/2021 17,2021,2021-6,17-Jun,28-Jun,28-17,6,28,17,253.67,2.77,0.00,1.97,306.29,281452.35,15.33
2021-06-28 18,28/6/2021 18,2021,2021-6,18-Jun,28-Jun,28-18,6,28,18,242.00,2.63,0.00,1.97,305.60,196610.58,15.67
2021-06-28 19,28/6/2021 19,2021,2021-6,19-Jun,28-Jun,28-19,6,28,19,230.33,2.77,0.00,1.97,304.30,120277.96,17.00
2021-06-28 20,28/6/2021 20,2021,2021-6,20-Jun,28-Jun,28-20,6,28,20,223.33,2.73,0.00,1.97,302.56,46931.70,18.67
2021-06-28 21,28/6/2021 21,2021,2021-6,21-Jun,28-Jun,28-21,6,28,21,219.33,2.57,0.00,1.97,301.69,12340.99,20.67
2021-06-28 22,28/6/2021 22,2021,2021-6,22-Jun,28-Jun,28-22,6,28,22,212.00,2.23,0.00,1.97,301.34,314.95,22.67
2021-06-28 23,28/6/2021 23,2021,2021-6,23-Jun,28-Jun,28-23,6,28,23,206.00,1.90,0.00,1.97,301.14,0.00,24.67
2021-06-29 00,29/6/2021 0,2021,2021-6,Jun-00,29-Jun,29-0,6,29,0,205.67,1.80,0.00,1.97,300.92,0.00,23.00
2021-06-29 01,29/6/2021 1,2021,2021-6,1-Jun,29-Jun,29-1,6,29,1,213.33,1.80,0.00,1.97,300.63,0.00,20.00
2021-06-29 02,29/6/2021 2,2021,2021-6,2-Jun,29-Jun,29-2,6,29,2,219.00,1.93,0.00,1.97,300.36,0.00,16.67
2021-06-29 03,29/6/2021 3,2021,2021-6,3-Jun,29-Jun,29-3,6,29,3,220.33,2.00,0.00,1.97,300.10,0.00,16.00
2021-06-29 04,29/6/2021 4,2021,2021-6,4-Jun,29-Jun,29-4,6,29,4,217.00,2.00,0.00,1.97,299.84,0.00,17.00
2021-06-29 05,29/6/2021 5,2021,2021-6,5-Jun,29-Jun,29-5,6,29,5,217.67,1.80,0.00,1.97,299.70,0.00,17.00
2021-06-29 06,29/6/2021 6,2021,2021-6,6-Jun,29-Jun,29-6,6,29,6,217.67,1.53,0.00,1.97,299.64,0.00,16.33
2021-06-29 07,29/6/2021 7,2021,2021-6,7-Jun,29-Jun,29-7,6,29,7,213.33,1.40,0.00,1.97,299.72,1108.63,15.67
2021-06-29 08,29/6/2021 8,2021,2021-6,8-Jun,29-Jun,29-8,6,29,8,213.67,1.53,0.00,1.97,300.21,18105.91,14.67
2021-06-29 09,29/6/2021 9,2021,2021-6,9-Jun,29-Jun,29-9,6,29,9,221.00,2.10,0.00,1.97,300.77,54528.91,15.33
2021-06-29 10,29/6/2021 10,2021,2021-6,10-Jun,29-Jun,29-10,6,29,10,236.33,2.53,0.00,1.97,301.70,99978.30,15.67
2021-06-29 11,29/6/2021 11,2021,2021-6,11-Jun,29-Jun,29-11,6,29,11,248.00,2.63,0.00,1.97,302.81,180645.71,18.33
2021-06-29 12,29/6/2021 12,2021,2021-6,12-Jun,29-Jun,29-12,6,29,12,253.33,2.43,0.00,1.97,303.97,254859.12,20.33
2021-06-29 13,29/6/2021 13,2021,2021-6,13-Jun,29-Jun,29-13,6,29,13,253.67,2.47,0.00,1.97,304.92,311724.84,22.67
2021-06-29 14,29/6/2021 14,2021,2021-6,14-Jun,29-Jun,29-14,6,29,14,249.67,2.63,0.00,1.97,305.40,350299.48,21.00
2021-06-29 15,29/6/2021 15,2021,2021-6,15-Jun,29-Jun,29-15,6,29,15,245.00,2.63,0.00,1.97,305.89,355937.25,20.00
2021-06-29 16,29/6/2021 16,2021,2021-6,16-Jun,29-Jun,29-16,6,29,16,240.00,2.43,0.00,1.97,306.31,334126.96,14.33
2021-06-29 17,29/6/2021 17,2021,2021-6,17-Jun,29-Jun,29-17,6,29,17,230.33,2.63,0.00,1.97,306.49,267945.50,16.00
2021-06-29 18,29/6/2021 18,2021,2021-6,18-Jun,29-Jun,29-18,6,29,18,222.33,2.67,0.00,1.97,305.28,189507.41,17.00
2021-06-29 19,29/6/2021 19,2021,2021-6,19-Jun,29-Jun,29-19,6,29,19,216.00,2.50,0.00,1.97,303.72,121695.89,18.67
2021-06-29 20,29/6/2021 20,2021,2021-6,20-Jun,29-Jun,29-20,6,29,20,213.67,1.87,0.00,1.97,302.10,52074.52,17.33
2021-06-29 21,29/6/2021 21,2021,2021-6,21-Jun,29-Jun,29-21,6,29,21,204.33,1.60,0.00,1.97,301.63,14238.41,16.00
2021-06-29 22,29/6/2021 22,2021,2021-6,22-Jun,29-Jun,29-22,6,29,22,194.00,1.67,0.00,1.97,301.29,436.50,15.67
2021-06-29 23,29/6/2021 23,2021,2021-6,23-Jun,29-Jun,29-23,6,29,23,189.33,1.87,0.00,1.97,300.92,0.00,17.67
2021-06-30 00,30/6/2021 0,2021,2021-6,Jun-00,30-Jun,30-0,6,30,0,197.33,2.00,0.00,1.97,300.64,0.00,20.00
2021-06-30 01,30/6/2021 1,2021,2021-6,1-Jun,30-Jun,30-1,6,30,1,211.67,2.10,0.00,1.97,300.41,0.00,24.00
2021-06-30 02,30/6/2021 2,2021,2021-6,2-Jun,30-Jun,30-2,6,30,2,225.00,2.20,0.00,1.97,300.37,0.00,21.67
2021-06-30 03,30/6/2021 3,2021,2021-6,3-Jun,30-Jun,30-3,6,30,3,234.67,2.30,0.00,1.97,300.20,0.00,21.00
2021-06-30 04,30/6/2021 4,2021,2021-6,4-Jun,30-Jun,30-4,6,30,4,240.33,2.30,0.00,1.97,299.99,0.00,18.00
2021-06-30 05,30/6/2021 5,2021,2021-6,5-Jun,30-Jun,30-5,6,30,5,239.00,2.17,0.00,1.97,299.93,0.00,18.33
2021-06-30 06,30/6/2021 6,2021,2021-6,6-Jun,30-Jun,30-6,6,30,6,231.33,1.80,0.00,1.97,299.84,0.00,16.00
2021-06-30 07,30/6/2021 7,2021,2021-6,7-Jun,30-Jun,30-7,6,30,7,214.67,1.63,0.00,1.97,299.84,1006.59,15.33
2021-06-30 08,30/6/2021 8,2021,2021-6,8-Jun,30-Jun,30-8,6,30,8,204.67,1.70,0.00,1.97,300.00,16911.50,13.33
2021-06-30 09,30/6/2021 9,2021,2021-6,9-Jun,30-Jun,30-9,6,30,9,204.33,2.23,0.00,1.97,300.35,58162.67,14.67
2021-06-30 10,30/6/2021 10,2021,2021-6,10-Jun,30-Jun,30-10,6,30,10,211.67,2.43,0.00,1.97,300.94,115500.22,14.33
2021-06-30 11,30/6/2021 11,2021,2021-6,11-Jun,30-Jun,30-11,6,30,11,213.67,2.33,0.00,1.97,301.68,187812.69,18.67
2021-06-30 12,30/6/2021 12,2021,2021-6,12-Jun,30-Jun,30-12,6,30,12,212.33,1.93,0.00,1.97,302.53,235118.15,18.67
2021-06-30 13,30/6/2021 13,2021,2021-6,13-Jun,30-Jun,30-13,6,30,13,219.67,1.70,0.00,1.97,303.61,300039.13,19.67
2021-06-30 14,30/6/2021 14,2021,2021-6,14-Jun,30-Jun,30-14,6,30,14,236.00,1.90,0.00,1.97,304.40,337428.02,20.00
2021-06-30 15,30/6/2021 15,2021,2021-6,15-Jun,30-Jun,30-15,6,30,15,252.00,2.33,0.00,1.97,304.55,288002.89,22.67
2021-06-30 16,30/6/2021 16,2021,2021-6,16-Jun,30-Jun,30-16,6,30,16,254.67,2.77,0.00,1.97,304.04,217310.39,21.00
2021-06-30 17,30/6/2021 17,2021,2021-6,17-Jun,30-Jun,30-17,6,30,17,248.00,3.03,0.00,1.97,303.70,137075.11,17.67
2021-06-30 18,30/6/2021 18,2021,2021-6,18-Jun,30-Jun,30-18,6,30,18,240.33,2.77,0.00,1.97,303.42,131513.67,14.67
2021-06-30 19,30/6/2021 19,2021,2021-6,19-Jun,30-Jun,30-19,6,30,19,228.00,2.43,0.00,1.97,303.07,88113.86,17.33
2021-06-30 20,30/6/2021 20,2021,2021-6,20-Jun,30-Jun,30-20,6,30,20,221.00,2.13,0.00,1.97,302.25,43209.95,19.00
2021-06-30 21,30/6/2021 21,2021,2021-6,21-Jun,30-Jun,30-21,6,30,21,213.00,2.27,0.00,1.97,301.70,9639.89,19.00
2021-06-30 22,30/6/2021 22,2021,2021-6,22-Jun,30-Jun,30-22,6,30,22,216.67,2.40,0.00,1.97,301.28,467.07,19.67
2021-06-30 23,30/6/2021 23,2021,2021-6,23-Jun,30-Jun,30-23,6,30,23,218.00,2.37,0.00,1.97,300.85,0.00,19.00
2021-07-01 00,1/7/2021 0,2021,2021-7,Jul-00,1-Jul,Jan-00,7,1,0,219.00,2.20,0.00,1.97,300.49,0.00,18.00
2021-07-01 01,1/7/2021 1,2021,2021-7,1-Jul,1-Jul,1-Jan,7,1,1,216.33,2.10,0.00,1.97,300.10,0.00,19.33
2021-07-01 02,1/7/2021 2,2021,2021-7,2-Jul,1-Jul,2-Jan,7,1,2,214.00,2.07,0.00,1.97,299.88,0.00,18.67
2021-07-01 03,1/7/2021 3,2021,2021-7,3-Jul,1-Jul,3-Jan,7,1,3,211.33,2.07,0.00,1.97,299.66,0.00,18.67
2021-07-01 04,1/7/2021 4,2021,2021-7,4-Jul,1-Jul,4-Jan,7,1,4,210.33,2.07,0.00,1.97,299.51,0.00,15.67
2021-07-01 05,1/7/2021 5,2021,2021-7,5-Jul,1-Jul,5-Jan,7,1,5,209.00,1.97,0.00,1.97,299.35,0.00,15.00
2021-07-01 06,1/7/2021 6,2021,2021-7,6-Jul,1-Jul,6-Jan,7,1,6,208.67,1.70,0.00,1.97,299.39,0.00,13.33
2021-07-01 07,1/7/2021 7,2021,2021-7,7-Jul,1-Jul,7-Jan,7,1,7,207.67,1.50,0.00,1.97,299.54,1056.46,13.33
2021-07-01 08,1/7/2021 8,2021,2021-7,8-Jul,1-Jul,8-Jan,7,1,8,211.00,1.33,0.00,1.97,299.92,18136.25,11.67
2021-07-01 09,1/7/2021 9,2021,2021-7,9-Jul,1-Jul,9-Jan,7,1,9,218.67,1.73,0.00,1.97,300.35,62946.69,14.00
2021-07-01 10,1/7/2021 10,2021,2021-7,10-Jul,1-Jul,10-Jan,7,1,10,229.67,2.17,0.00,1.97,301.38,136519.25,12.67
2021-07-01 11,1/7/2021 11,2021,2021-7,11-Jul,1-Jul,11-Jan,7,1,11,238.33,2.70,0.00,1.97,302.67,209825.52,12.33
2021-07-01 12,1/7/2021 12,2021,2021-7,12-Jul,1-Jul,12-Jan,7,1,12,243.00,2.90,0.00,1.97,303.83,245752.07,12.00
2021-07-01 13,1/7/2021 13,2021,2021-7,13-Jul,1-Jul,13-Jan,7,1,13,245.67,3.10,0.00,1.97,304.73,304026.75,11.33
