Time,date,year,YearMonth,MonthHour,MonthDay,DayHour,month,day,hour,wd_s,ws_s,Rainfall_s,lowleaf_s,temp_s,uvb_s,PM2.5_s
2018-01-09 14,9/1/2018 14,2018,2018-1,14-Jan,9-Jan,14-Sep,1,9,14,73.33,2.07,0.00,1.92,304.81,303596.29,29.67
2018-01-09 15,9/1/2018 15,2018,2018-1,15-Jan,9-Jan,15-Sep,1,9,15,92.33,1.90,0.00,1.92,305.33,290725.23,28.00
2018-01-09 16,9/1/2018 16,2018,2018-1,16-Jan,9-Jan,16-Sep,1,9,16,119.00,2.00,0.00,1.92,305.40,262841.44,27.00
2018-01-09 17,9/1/2018 17,2018,2018-1,17-Jan,9-Jan,17-Sep,1,9,17,142.33,2.53,0.00,1.92,305.16,221302.04,22.33
2018-01-09 18,9/1/2018 18,2018,2018-1,18-Jan,9-Jan,18-Sep,1,9,18,146.67,2.67,0.00,1.92,304.07,150767.33,18.33
2018-01-09 19,9/1/2018 19,2018,2018-1,19-Jan,9-Jan,19-Sep,1,9,19,149.00,2.47,0.00,1.92,303.00,74040.30,19.33
2018-01-09 20,9/1/2018 20,2018,2018-1,20-Jan,9-Jan,20-Sep,1,9,20,153.67,1.87,0.00,1.92,301.85,26760.72,21.00
2018-01-09 21,9/1/2018 21,2018,2018-1,21-Jan,9-Jan,21-Sep,1,9,21,175.67,1.47,0.00,1.92,301.32,4682.22,23.67
2018-01-09 22,9/1/2018 22,2018,2018-1,22-Jan,9-Jan,22-Sep,1,9,22,218.67,0.97,0.00,1.92,300.73,0.00,23.33
2018-01-09 23,9/1/2018 23,2018,2018-1,23-Jan,9-Jan,23-Sep,1,9,23,262.33,0.70,0.00,1.92,300.23,0.00,24.67
2018-01-10 00,10/1/2018 0,2018,2018-1,Jan-00,10-Jan,Oct-00,1,10,0,295.00,0.60,0.00,1.92,299.77,0.00,26.00
2018-01-10 01,10/1/2018 1,2018,2018-1,1-Jan,10-Jan,1-Oct,1,10,1,308.67,0.67,0.00,1.92,299.43,0.00,26.67
2018-01-10 02,10/1/2018 2,2018,2018-1,2-Jan,10-Jan,2-Oct,1,10,2,319.00,0.87,0.00,1.92,299.15,0.00,25.33
2018-01-10 03,10/1/2018 3,2018,2018-1,3-Jan,10-Jan,3-Oct,1,10,3,331.00,1.10,0.00,1.92,298.92,0.00,26.33
2018-01-10 04,10/1/2018 4,2018,2018-1,4-Jan,10-Jan,4-Oct,1,10,4,339.00,1.43,0.00,1.92,298.69,0.00,39.33
2018-01-10 05,10/1/2018 5,2018,2018-1,5-Jan,10-Jan,5-Oct,1,10,5,344.67,1.73,0.00,1.92,298.54,0.00,55.67
2018-01-10 06,10/1/2018 6,2018,2018-1,6-Jan,10-Jan,6-Oct,1,10,6,347.00,1.97,0.00,1.92,298.45,0.00,62.33
2018-01-10 07,10/1/2018 7,2018,2018-1,7-Jan,10-Jan,7-Oct,1,10,7,346.67,2.13,0.00,1.92,298.41,0.00,53.00
2018-01-10 08,10/1/2018 8,2018,2018-1,8-Jan,10-Jan,8-Oct,1,10,8,348.67,2.13,0.00,1.92,298.38,4293.18,46.33
2018-01-10 09,10/1/2018 9,2018,2018-1,9-Jan,10-Jan,9-Oct,1,10,9,237.67,2.07,0.00,1.92,298.60,29151.18,43.33
2018-01-10 10,10/1/2018 10,2018,2018-1,10-Jan,10-Jan,10-Oct,1,10,10,133.00,1.80,0.00,1.92,299.51,80099.41,45.00
2018-01-10 11,10/1/2018 11,2018,2018-1,11-Jan,10-Jan,11-Oct,1,10,11,30.67,1.40,0.00,1.92,300.68,150798.46,40.33
2018-01-10 12,10/1/2018 12,2018,2018-1,12-Jan,10-Jan,12-Oct,1,10,12,57.00,0.93,0.00,1.92,301.93,220899.88,41.33
2018-01-10 13,10/1/2018 13,2018,2018-1,13-Jan,10-Jan,13-Oct,1,10,13,100.33,0.60,0.00,1.92,303.05,288510.91,44.33
2018-01-10 14,10/1/2018 14,2018,2018-1,14-Jan,10-Jan,14-Oct,1,10,14,140.67,0.43,0.00,1.92,304.16,313713.00,55.33
2018-01-10 15,10/1/2018 15,2018,2018-1,15-Jan,10-Jan,15-Oct,1,10,15,178.33,0.40,0.00,1.92,304.91,311686.73,56.67
2018-01-10 16,10/1/2018 16,2018,2018-1,16-Jan,10-Jan,16-Oct,1,10,16,203.33,0.53,0.00,1.92,304.77,245459.88,52.67
2018-01-10 17,10/1/2018 17,2018,2018-1,17-Jan,10-Jan,17-Oct,1,10,17,218.33,1.00,0.00,1.92,303.96,180326.44,44.00
2018-01-10 18,10/1/2018 18,2018,2018-1,18-Jan,10-Jan,18-Oct,1,10,18,211.67,1.67,0.00,1.92,302.82,113143.23,39.67
2018-01-10 19,10/1/2018 19,2018,2018-1,19-Jan,10-Jan,19-Oct,1,10,19,188.33,2.17,0.00,1.92,301.88,64119.03,34.33
2018-01-10 20,10/1/2018 20,2018,2018-1,20-Jan,10-Jan,20-Oct,1,10,20,171.33,2.33,0.00,1.92,301.27,29058.15,31.00
2018-01-10 21,10/1/2018 21,2018,2018-1,21-Jan,10-Jan,21-Oct,1,10,21,158.67,2.20,0.00,1.92,300.72,3308.22,28.33
2018-01-10 22,10/1/2018 22,2018,2018-1,22-Jan,10-Jan,22-Oct,1,10,22,147.67,1.87,0.00,1.92,300.26,0.00,35.33
2018-01-10 23,10/1/2018 23,2018,2018-1,23-Jan,10-Jan,23-Oct,1,10,23,120.33,1.20,0.00,1.92,299.74,0.00,34.00
2018-01-11 00,11/1/2018 0,2018,2018-1,Jan-00,11-Jan,Nov-00,1,11,0,186.00,0.87,0.00,1.92,299.43,0.00,33.00
2018-01-11 01,11/1/2018 1,2018,2018-1,1-Jan,11-Jan,1-Nov,1,11,1,253.00,0.90,0.00,1.92,299.13,0.00,29.67
2018-01-11 02,11/1/2018 2,2018,2018-1,2-Jan,11-Jan,2-Nov,1,11,2,339.00,1.40,0.00,1.92,298.82,0.00,28.67
2018-01-11 03,11/1/2018 3,2018,2018-1,3-Jan,11-Jan,3-Nov,1,11,3,340.00,1.73,0.00,1.92,298.54,0.00,32.67
2018-01-11 04,11/1/2018 4,2018,2018-1,4-Jan,11-Jan,4-Nov,1,11,4,345.00,1.93,0.00,1.92,298.23,0.00,36.67
2018-01-11 05,11/1/2018 5,2018,2018-1,5-Jan,11-Jan,5-Nov,1,11,5,349.33,1.97,0.00,1.92,297.99,0.00,40.33
2018-01-11 06,11/1/2018 6,2018,2018-1,6-Jan,11-Jan,6-Nov,1,11,6,353.67,1.83,0.00,1.92,297.67,0.00,37.00
2018-01-11 07,11/1/2018 7,2018,2018-1,7-Jan,11-Jan,7-Nov,1,11,7,355.00,1.80,0.00,1.92,297.40,0.00,31.67
2018-01-11 08,11/1/2018 8,2018,2018-1,8-Jan,11-Jan,8-Nov,1,11,8,356.00,2.03,0.00,1.92,297.16,4282.49,31.00
2018-01-11 09,11/1/2018 9,2018,2018-1,9-Jan,11-Jan,9-Nov,1,11,9,240.00,2.43,0.00,1.92,297.29,30910.53,35.00
2018-01-11 10,11/1/2018 10,2018,2018-1,10-Jan,11-Jan,10-Nov,1,11,10,132.33,2.73,0.00,1.92,298.41,88009.90,34.33
2018-01-11 11,11/1/2018 11,2018,2018-1,11-Jan,11-Jan,11-Nov,1,11,11,28.00,2.67,0.00,1.92,299.92,170594.17,31.33
2018-01-11 12,11/1/2018 12,2018,2018-1,12-Jan,11-Jan,12-Nov,1,11,12,39.33,2.40,0.00,1.92,301.50,252643.46,27.67
2018-01-11 13,11/1/2018 13,2018,2018-1,13-Jan,11-Jan,13-Nov,1,11,13,43.00,2.07,0.00,1.92,302.65,315127.32,29.00
2018-01-11 14,11/1/2018 14,2018,2018-1,14-Jan,11-Jan,14-Nov,1,11,14,41.33,1.93,0.00,1.92,303.59,342246.86,27.33
2018-01-11 15,11/1/2018 15,2018,2018-1,15-Jan,11-Jan,15-Nov,1,11,15,39.67,1.90,0.00,1.92,304.35,335017.01,23.33
2018-01-11 16,11/1/2018 16,2018,2018-1,16-Jan,11-Jan,16-Nov,1,11,16,44.67,1.77,0.00,1.92,304.57,303851.69,17.33
2018-01-11 17,11/1/2018 17,2018,2018-1,17-Jan,11-Jan,17-Nov,1,11,17,64.00,1.50,0.00,1.92,304.63,244398.58,17.00
2018-01-11 18,11/1/2018 18,2018,2018-1,18-Jan,11-Jan,18-Nov,1,11,18,106.33,1.47,0.00,1.92,304.03,166729.69,22.00
2018-01-11 19,11/1/2018 19,2018,2018-1,19-Jan,11-Jan,19-Nov,1,11,19,140.33,1.80,0.00,1.92,303.02,82124.23,28.67
2018-01-11 20,11/1/2018 20,2018,2018-1,20-Jan,11-Jan,20-Nov,1,11,20,160.33,2.10,0.00,1.92,301.75,27591.04,30.67
2018-01-11 21,11/1/2018 21,2018,2018-1,21-Jan,11-Jan,21-Nov,1,11,21,150.00,1.83,0.00,1.92,300.90,3812.46,29.00
2018-01-11 22,11/1/2018 22,2018,2018-1,22-Jan,11-Jan,22-Nov,1,11,22,103.67,1.47,0.00,1.92,300.42,0.00,27.33
2018-01-11 23,11/1/2018 23,2018,2018-1,23-Jan,11-Jan,23-Nov,1,11,23,52.33,1.47,0.00,1.92,300.04,0.00,29.67
2018-01-12 00,12/1/2018 0,2018,2018-1,Jan-00,12-Jan,Dec-00,1,12,0,8.67,1.93,0.00,1.92,299.64,0.00,35.67
2018-01-12 01,12/1/2018 1,2018,2018-1,1-Jan,12-Jan,1-Dec,1,12,1,4.67,2.33,0.00,1.92,299.05,0.00,38.33
2018-01-12 02,12/1/2018 2,2018,2018-1,2-Jan,12-Jan,2-Dec,1,12,2,6.33,2.60,0.00,1.92,298.58,0.00,36.33
2018-01-12 03,12/1/2018 3,2018,2018-1,3-Jan,12-Jan,3-Dec,1,12,3,6.67,2.93,0.00,1.92,298.11,0.00,31.67
2018-01-12 04,12/1/2018 4,2018,2018-1,4-Jan,12-Jan,4-Dec,1,12,4,6.33,3.33,0.00,1.92,297.67,0.00,27.33
2018-01-12 05,12/1/2018 5,2018,2018-1,5-Jan,12-Jan,5-Dec,1,12,5,7.67,3.57,0.00,1.92,297.21,0.00,27.33
2018-01-12 06,12/1/2018 6,2018,2018-1,6-Jan,12-Jan,6-Dec,1,12,6,8.33,3.53,0.00,1.92,296.70,0.00,19.33
2018-01-12 07,12/1/2018 7,2018,2018-1,7-Jan,12-Jan,7-Dec,1,12,7,8.33,3.33,0.00,1.92,296.40,0.00,20.00
2018-01-12 08,12/1/2018 8,2018,2018-1,8-Jan,12-Jan,8-Dec,1,12,8,6.67,3.20,0.00,1.92,296.17,4287.49,21.00
2018-01-12 09,12/1/2018 9,2018,2018-1,9-Jan,12-Jan,9-Dec,1,12,9,8.67,3.23,0.00,1.92,296.45,29750.82,28.67
2018-01-12 10,12/1/2018 10,2018,2018-1,10-Jan,12-Jan,10-Dec,1,12,10,15.33,3.27,0.00,1.92,297.69,84258.03,27.67
2018-01-12 11,12/1/2018 11,2018,2018-1,11-Jan,12-Jan,11-Dec,1,12,11,26.33,3.03,0.00,1.92,299.19,164586.69,23.67
2018-01-12 12,12/1/2018 12,2018,2018-1,12-Jan,12-Jan,12-Dec,1,12,12,32.33,2.57,0.00,1.92,300.66,245919.92,20.67
2018-01-12 13,12/1/2018 13,2018,2018-1,13-Jan,12-Jan,13-Dec,1,12,13,29.00,2.17,0.00,1.92,301.73,309499.84,19.00
2018-01-12 14,12/1/2018 14,2018,2018-1,14-Jan,12-Jan,14-Dec,1,12,14,21.67,2.03,0.00,1.92,302.56,344534.93,19.33
2018-01-12 15,12/1/2018 15,2018,2018-1,15-Jan,12-Jan,15-Dec,1,12,15,18.00,2.03,0.00,1.92,303.31,345760.34,18.00
2018-01-12 16,12/1/2018 16,2018,2018-1,16-Jan,12-Jan,16-Dec,1,12,16,20.33,1.97,0.00,1.92,303.66,314056.40,18.00
2018-01-12 17,12/1/2018 17,2018,2018-1,17-Jan,12-Jan,17-Dec,1,12,17,26.67,1.70,0.00,1.92,304.00,248449.58,17.00
2018-01-12 18,12/1/2018 18,2018,2018-1,18-Jan,12-Jan,18-Dec,1,12,18,62.00,1.27,0.00,1.92,303.46,167245.50,21.67
2018-01-12 19,12/1/2018 19,2018,2018-1,19-Jan,12-Jan,19-Dec,1,12,19,102.33,1.13,0.00,1.92,302.44,85569.35,26.00
2018-01-12 20,12/1/2018 20,2018,2018-1,20-Jan,12-Jan,20-Dec,1,12,20,140.33,1.20,0.00,1.92,301.20,31524.93,29.00
2018-01-12 21,12/1/2018 21,2018,2018-1,21-Jan,12-Jan,21-Dec,1,12,21,136.00,1.20,0.00,1.92,300.60,4707.04,28.00
2018-01-12 22,12/1/2018 22,2018,2018-1,22-Jan,12-Jan,22-Dec,1,12,22,94.33,1.03,0.00,1.92,300.01,0.00,23.67
2018-01-12 23,12/1/2018 23,2018,2018-1,23-Jan,12-Jan,23-Dec,1,12,23,162.00,1.03,0.00,1.92,299.44,0.00,32.33
2018-01-13 00,13/1/2018 0,2018,2018-1,Jan-00,13-Jan,13-0,1,13,0,240.00,1.33,0.00,1.92,298.69,0.00,32.00
2018-01-13 01,13/1/2018 1,2018,2018-1,1-Jan,13-Jan,13-1,1,13,1,351.67,1.57,0.00,1.92,298.02,0.00,36.67
2018-01-13 02,13/1/2018 2,2018,2018-1,2-Jan,13-Jan,13-2,1,13,2,354.33,1.67,0.00,1.92,297.40,0.00,34.33
2018-01-13 03,13/1/2018 3,2018,2018-1,3-Jan,13-Jan,13-3,1,13,3,358.33,1.83,0.00,1.92,296.97,0.00,36.67
2018-01-13 04,13/1/2018 4,2018,2018-1,4-Jan,13-Jan,13-4,1,13,4,359.33,2.10,0.00,1.92,296.66,0.00,38.33
2018-01-13 05,13/1/2018 5,2018,2018-1,5-Jan,13-Jan,13-5,1,13,5,358.67,2.30,0.00,1.92,296.35,0.00,37.67
2018-01-13 06,13/1/2018 6,2018,2018-1,6-Jan,13-Jan,13-6,1,13,6,356.33,2.23,0.00,1.92,295.87,0.00,43.33
2018-01-13 07,13/1/2018 7,2018,2018-1,7-Jan,13-Jan,13-7,1,13,7,238.33,2.07,0.00,1.92,295.50,0.00,44.67
2018-01-13 08,13/1/2018 8,2018,2018-1,8-Jan,13-Jan,13-8,1,13,8,121.67,2.03,0.00,1.92,295.29,4266.26,46.00
2018-01-13 09,13/1/2018 9,2018,2018-1,9-Jan,13-Jan,13-9,1,13,9,9.67,2.20,0.00,1.92,295.61,29620.11,48.33
2018-01-13 10,13/1/2018 10,2018,2018-1,10-Jan,13-Jan,13-10,1,13,10,15.67,2.30,0.00,1.92,296.35,86951.36,58.67
2018-01-13 11,13/1/2018 11,2018,2018-1,11-Jan,13-Jan,13-11,1,13,11,20.67,2.10,0.00,1.92,298.03,168833.48,62.00
2018-01-13 12,13/1/2018 12,2018,2018-1,12-Jan,13-Jan,13-12,1,13,12,25.33,1.73,0.00,1.92,299.68,251910.00,58.33
2018-01-13 13,13/1/2018 13,2018,2018-1,13-Jan,13-Jan,13-13,1,13,13,31.00,1.37,0.00,1.92,301.19,316140.85,51.33
2018-01-13 14,13/1/2018 14,2018,2018-1,14-Jan,13-Jan,13-14,1,13,14,34.33,1.10,0.00,1.92,302.11,352838.56,50.00
2018-01-13 15,13/1/2018 15,2018,2018-1,15-Jan,13-Jan,13-15,1,13,15,34.33,0.90,0.00,1.92,302.82,353310.95,54.67
2018-01-13 16,13/1/2018 16,2018,2018-1,16-Jan,13-Jan,13-16,1,13,16,39.00,0.70,0.00,1.92,303.37,318924.58,60.00
2018-01-13 17,13/1/2018 17,2018,2018-1,17-Jan,13-Jan,13-17,1,13,17,73.33,0.63,0.00,1.92,303.51,254521.87,59.33
2018-01-13 18,13/1/2018 18,2018,2018-1,18-Jan,13-Jan,13-18,1,13,18,122.00,1.07,0.00,1.92,302.99,167720.40,62.00
2018-01-13 19,13/1/2018 19,2018,2018-1,19-Jan,13-Jan,13-19,1,13,19,160.33,2.07,0.00,1.92,302.12,85189.90,60.33
2018-01-13 20,13/1/2018 20,2018,2018-1,20-Jan,13-Jan,13-20,1,13,20,169.67,3.07,0.00,1.92,300.90,26746.52,57.67
2018-01-13 21,13/1/2018 21,2018,2018-1,21-Jan,13-Jan,13-21,1,13,21,164.33,3.30,0.00,1.92,300.09,4645.23,45.33
2018-01-13 22,13/1/2018 22,2018,2018-1,22-Jan,13-Jan,13-22,1,13,22,160.67,2.60,0.00,1.92,299.38,0.00,37.33
2018-01-13 23,13/1/2018 23,2018,2018-1,23-Jan,13-Jan,13-23,1,13,23,167.33,1.57,0.00,1.92,298.88,0.00,33.00
2018-01-14 00,14/1/2018 0,2018,2018-1,Jan-00,14-Jan,14-0,1,14,0,212.33,0.83,0.00,1.92,298.56,0.00,37.00
2018-01-14 01,14/1/2018 1,2018,2018-1,1-Jan,14-Jan,14-1,1,14,1,266.33,0.67,0.00,1.92,298.20,0.00,37.67
2018-01-14 02,14/1/2018 2,2018,2018-1,2-Jan,14-Jan,14-2,1,14,2,310.00,0.87,0.00,1.92,297.97,0.00,37.00
2018-01-14 03,14/1/2018 3,2018,2018-1,3-Jan,14-Jan,14-3,1,14,3,317.33,1.10,0.00,1.92,297.63,0.00,36.33
2018-01-14 04,14/1/2018 4,2018,2018-1,4-Jan,14-Jan,14-4,1,14,4,322.00,1.20,0.00,1.92,297.47,0.00,45.00
2018-01-14 05,14/1/2018 5,2018,2018-1,5-Jan,14-Jan,14-5,1,14,5,330.00,1.20,0.00,1.92,297.33,0.00,62.00
2018-01-14 06,14/1/2018 6,2018,2018-1,6-Jan,14-Jan,14-6,1,14,6,336.67,1.40,0.00,1.92,297.19,0.00,67.33
2018-01-14 07,14/1/2018 7,2018,2018-1,7-Jan,14-Jan,14-7,1,14,7,341.33,1.57,0.00,1.92,297.03,0.00,58.00
2018-01-14 08,14/1/2018 8,2018,2018-1,8-Jan,14-Jan,14-8,1,14,8,347.33,1.77,0.00,1.92,296.91,2325.85,44.33
2018-01-14 09,14/1/2018 9,2018,2018-1,9-Jan,14-Jan,14-9,1,14,9,236.00,1.80,0.00,1.92,296.90,16561.81,36.67
2018-01-14 10,14/1/2018 10,2018,2018-1,10-Jan,14-Jan,14-10,1,14,10,125.00,1.80,0.00,1.92,297.51,49891.69,35.67
2018-01-14 11,14/1/2018 11,2018,2018-1,11-Jan,14-Jan,14-11,1,14,11,19.33,1.53,0.00,1.92,298.42,93498.15,42.33
2018-01-14 12,14/1/2018 12,2018,2018-1,12-Jan,14-Jan,14-12,1,14,12,49.33,1.03,0.00,1.92,299.59,137017.94,48.33
2018-01-14 13,14/1/2018 13,2018,2018-1,13-Jan,14-Jan,14-13,1,14,13,96.67,0.77,0.00,1.92,300.47,164477.27,57.00
2018-01-14 14,14/1/2018 14,2018,2018-1,14-Jan,14-Jan,14-14,1,14,14,138.67,0.87,0.00,1.92,301.07,179240.87,56.67
2018-01-14 15,14/1/2018 15,2018,2018-1,15-Jan,14-Jan,14-15,1,14,15,165.00,1.27,0.00,1.92,301.09,169612.19,57.33
2018-01-14 16,14/1/2018 16,2018,2018-1,16-Jan,14-Jan,14-16,1,14,16,173.67,1.60,0.00,1.92,300.56,149184.48,55.33
2018-01-14 17,14/1/2018 17,2018,2018-1,17-Jan,14-Jan,14-17,1,14,17,175.00,2.13,0.00,1.92,299.97,113666.27,55.00
2018-01-14 18,14/1/2018 18,2018,2018-1,18-Jan,14-Jan,14-18,1,14,18,169.33,2.63,0.00,1.92,299.65,78168.91,54.33
2018-01-14 19,14/1/2018 19,2018,2018-1,19-Jan,14-Jan,14-19,1,14,19,157.00,3.03,0.00,1.92,299.36,39447.04,57.00
2018-01-14 20,14/1/2018 20,2018,2018-1,20-Jan,14-Jan,14-20,1,14,20,146.67,2.90,0.00,1.92,298.96,14269.33,57.33
2018-01-14 21,14/1/2018 21,2018,2018-1,21-Jan,14-Jan,14-21,1,14,21,139.67,2.53,0.00,1.92,298.65,1639.63,55.00
2018-01-14 22,14/1/2018 22,2018,2018-1,22-Jan,14-Jan,14-22,1,14,22,132.33,1.93,0.00,1.92,298.53,0.00,51.33
2018-01-14 23,14/1/2018 23,2018,2018-1,23-Jan,14-Jan,14-23,1,14,23,122.33,1.30,0.00,1.92,298.58,0.00,47.00
2018-01-15 00,15/1/2018 0,2018,2018-1,Jan-00,15-Jan,15-0,1,15,0,192.00,0.70,0.00,1.92,298.53,0.00,44.33
2018-01-15 01,15/1/2018 1,2018,2018-1,1-Jan,15-Jan,15-1,1,15,1,253.00,0.47,0.00,1.92,298.37,0.00,41.00
2018-01-15 02,15/1/2018 2,2018,2018-1,2-Jan,15-Jan,15-2,1,15,2,316.67,0.57,0.00,1.92,298.23,0.00,39.67
2018-01-15 03,15/1/2018 3,2018,2018-1,3-Jan,15-Jan,15-3,1,15,3,304.67,0.87,0.00,1.92,298.09,0.00,44.00
2018-01-15 04,15/1/2018 4,2018,2018-1,4-Jan,15-Jan,15-4,1,15,4,309.00,1.07,0.00,1.92,298.06,0.00,55.00
2018-01-15 05,15/1/2018 5,2018,2018-1,5-Jan,15-Jan,15-5,1,15,5,319.33,1.17,0.00,1.92,298.03,0.00,69.33
2018-01-15 06,15/1/2018 6,2018,2018-1,6-Jan,15-Jan,15-6,1,15,6,317.67,1.10,0.00,1.92,297.93,0.00,85.67
2018-01-15 07,15/1/2018 7,2018,2018-1,7-Jan,15-Jan,15-7,1,15,7,319.00,1.00,0.00,1.92,297.95,0.00,90.67
2018-01-15 08,15/1/2018 8,2018,2018-1,8-Jan,15-Jan,15-8,1,15,8,328.33,0.77,0.00,1.92,297.97,1358.76,84.67
2018-01-15 09,15/1/2018 9,2018,2018-1,9-Jan,15-Jan,15-9,1,15,9,235.33,0.63,0.00,1.92,298.07,11247.28,73.33
2018-01-15 10,15/1/2018 10,2018,2018-1,10-Jan,15-Jan,15-10,1,15,10,138.00,0.60,0.00,1.92,298.43,28818.80,70.00
2018-01-15 11,15/1/2018 11,2018,2018-1,11-Jan,15-Jan,15-11,1,15,11,25.00,0.73,0.00,1.92,299.07,50930.23,68.67
2018-01-15 12,15/1/2018 12,2018,2018-1,12-Jan,15-Jan,15-12,1,15,12,21.00,0.70,0.00,1.92,300.02,96249.44,70.67
2018-01-15 13,15/1/2018 13,2018,2018-1,13-Jan,15-Jan,15-13,1,15,13,63.33,0.53,0.00,1.92,301.20,165548.73,69.00
2018-01-15 14,15/1/2018 14,2018,2018-1,14-Jan,15-Jan,15-14,1,15,14,111.67,0.60,0.00,1.92,302.23,234234.44,69.00
2018-01-15 15,15/1/2018 15,2018,2018-1,15-Jan,15-Jan,15-15,1,15,15,162.33,0.97,0.00,1.92,303.08,275700.51,75.33
2018-01-15 16,15/1/2018 16,2018,2018-1,16-Jan,15-Jan,15-16,1,15,16,166.33,1.47,0.00,1.92,303.13,266860.44,78.33
2018-01-15 17,15/1/2018 17,2018,2018-1,17-Jan,15-Jan,15-17,1,15,17,168.33,2.00,0.00,1.92,302.93,231310.86,80.67
2018-01-15 18,15/1/2018 18,2018,2018-1,18-Jan,15-Jan,15-18,1,15,18,175.67,2.50,0.00,1.92,302.04,155350.28,73.67
2018-01-15 19,15/1/2018 19,2018,2018-1,19-Jan,15-Jan,15-19,1,15,19,186.00,2.77,0.00,1.92,301.22,81560.39,61.67
2018-01-15 20,15/1/2018 20,2018,2018-1,20-Jan,15-Jan,15-20,1,15,20,198.00,2.63,0.00,1.92,300.31,24954.08,54.33
2018-01-15 21,15/1/2018 21,2018,2018-1,21-Jan,15-Jan,15-21,1,15,21,204.67,2.33,0.00,1.92,299.89,4240.86,43.33
2018-01-15 22,15/1/2018 22,2018,2018-1,22-Jan,15-Jan,15-22,1,15,22,205.67,2.10,0.00,1.92,299.48,0.00,41.33
2018-01-15 23,15/1/2018 23,2018,2018-1,23-Jan,15-Jan,15-23,1,15,23,206.00,1.90,0.00,1.92,299.20,0.00,37.67
2018-01-16 00,16/1/2018 0,2018,2018-1,Jan-00,16-Jan,16-0,1,16,0,208.33,1.70,0.00,1.92,298.94,0.00,30.33
2018-01-16 01,16/1/2018 1,2018,2018-1,1-Jan,16-Jan,16-1,1,16,1,214.00,1.43,0.00,1.92,298.72,0.00,26.33
2018-01-16 02,16/1/2018 2,2018,2018-1,2-Jan,16-Jan,16-2,1,16,2,229.00,1.10,0.00,1.92,298.49,0.00,25.67
2018-01-16 03,16/1/2018 3,2018,2018-1,3-Jan,16-Jan,16-3,1,16,3,251.00,0.93,0.00,1.92,298.22,0.00,29.00
2018-01-16 04,16/1/2018 4,2018,2018-1,4-Jan,16-Jan,16-4,1,16,4,269.33,0.97,0.00,1.92,297.92,0.00,39.00
2018-01-16 05,16/1/2018 5,2018,2018-1,5-Jan,16-Jan,16-5,1,16,5,278.33,1.10,0.00,1.92,297.66,0.00,48.67
2018-01-16 06,16/1/2018 6,2018,2018-1,6-Jan,16-Jan,16-6,1,16,6,282.67,1.03,0.00,1.92,297.43,0.00,57.33
2018-01-16 07,16/1/2018 7,2018,2018-1,7-Jan,16-Jan,16-7,1,16,7,299.00,0.93,0.00,1.92,297.43,0.00,57.00
2018-01-16 08,16/1/2018 8,2018,2018-1,8-Jan,16-Jan,16-8,1,16,8,308.00,0.93,0.00,1.92,297.42,2811.04,59.33
2018-01-16 09,16/1/2018 9,2018,2018-1,9-Jan,16-Jan,16-9,1,16,9,309.00,1.20,0.00,1.92,297.58,19841.00,62.44
2018-01-16 10,16/1/2018 10,2018,2018-1,10-Jan,16-Jan,16-10,1,16,10,293.33,1.50,0.00,1.92,298.22,52102.75,60.33
2018-01-16 11,16/1/2018 11,2018,2018-1,11-Jan,16-Jan,16-11,1,16,11,280.67,1.83,0.00,1.92,299.34,108567.21,51.67
2018-01-16 12,16/1/2018 12,2018,2018-1,12-Jan,16-Jan,16-12,1,16,12,272.67,2.03,0.00,1.92,300.50,178915.92,46.56
2018-01-16 13,16/1/2018 13,2018,2018-1,13-Jan,16-Jan,16-13,1,16,13,273.00,2.13,0.00,1.92,301.57,230660.29,45.33
2018-01-16 14,16/1/2018 14,2018,2018-1,14-Jan,16-Jan,16-14,1,16,14,279.00,2.10,0.00,1.92,302.36,266103.25,47.00
2018-01-16 15,16/1/2018 15,2018,2018-1,15-Jan,16-Jan,16-15,1,16,15,283.33,1.97,0.00,1.92,302.96,265422.71,57.00
2018-01-16 16,16/1/2018 16,2018,2018-1,16-Jan,16-Jan,16-16,1,16,16,286.00,1.70,0.00,1.92,303.06,249623.77,59.33
2018-01-16 17,16/1/2018 17,2018,2018-1,17-Jan,16-Jan,16-17,1,16,17,257.33,1.20,0.00,1.92,302.94,191987.29,57.67
2018-01-16 18,16/1/2018 18,2018,2018-1,18-Jan,16-Jan,16-18,1,16,18,209.00,1.17,0.00,1.92,302.33,122596.23,48.33
2018-01-16 19,16/1/2018 19,2018,2018-1,19-Jan,16-Jan,16-19,1,16,19,159.33,1.27,0.00,1.92,301.46,57060.15,44.67
2018-01-16 20,16/1/2018 20,2018,2018-1,20-Jan,16-Jan,16-20,1,16,20,143.67,1.70,0.00,1.92,300.40,19978.17,47.00
2018-01-16 21,16/1/2018 21,2018,2018-1,21-Jan,16-Jan,16-21,1,16,21,147.67,1.90,0.00,1.92,299.77,2671.11,43.67
2018-01-16 22,16/1/2018 22,2018,2018-1,22-Jan,16-Jan,16-22,1,16,22,150.67,2.13,0.00,1.92,299.21,0.00,35.33
2018-01-16 23,16/1/2018 23,2018,2018-1,23-Jan,16-Jan,16-23,1,16,23,146.00,2.23,0.00,1.92,298.94,0.00,29.33
2018-01-17 00,17/1/2018 0,2018,2018-1,Jan-00,17-Jan,17-0,1,17,0,142.00,2.03,0.00,1.92,298.70,0.00,29.00
